timestamp,width,height,streamBandwidth,estimatedBandwidth,loadLatency,manifestTimeSeconds,playTime,pauseTime,bufferingTime
1587244742.643,1280,720,1761659,5300000,null,0.034999847412109375,0,0,0.03900003433227539
1587244742.663,1280,720,1761659,398824235.2941176,null,0.034999847412109375,0,0,0.06000018119812012
1587244742.708,1920,1080,115176034,423112249.31281143,null,0.034999847412109375,0,0,0.10500001907348633
1587244742.729,1920,1080,115176034,423112249.31281143,0.28299999237060547,0.034999847412109375,0,0,0.12600016593933105
1587244742.741,1920,1080,115176034,451939809.61133885,0.28299999237060547,0.034999847412109375,0,0,0.1380000114440918
1587244742.774,1920,1080,115176034,526739418.63556516,0.28299999237060547,0.034999847412109375,0,0,0.17100000381469727
1587244742.812,1920,1080,115176034,592582391.4568672,0.28299999237060547,0.034999847412109375,0,0.031000137329101562,0.17799997329711914
1587244742.859,1920,1080,115176034,634012758.8406436,0.28299999237060547,0.034999847412109375,0,0.07800006866455078,0.17799997329711914
1587244757.999,1920,1080,115176034,576000347.8030559,0.28299999237060547,0.034999847412109375,6.253000020980835,8.96399998664856,0.17799997329711914
1587244764.046,1920,1080,115176034,570673393.8080498,0.28299999237060547,0.034999847412109375,12.301000118255615,8.96399998664856,0.17799997329711914
1587244770.144,1920,1080,115176034,525704110.3910663,0.28299999237060547,0.034999847412109375,18.39900016784668,8.96399998664856,0.17799997329711914
1587244776.613,1920,1080,115176034,211034750.63170117,0.28299999237060547,0.034999847412109375,24.868000030517578,8.96399998664856,0.17799997329711914
1587244782.49,1920,1080,115176034,152612641.18100035,0.28299999237060547,0.034999847412109375,30.74500012397766,8.96399998664856,0.17799997329711914
1587244791.358,1280,720,1761659,18723801.673844527,0.28299999237060547,0.034999847412109375,39.61300015449524,8.96399998664856,0.17799997329711914
1587244825.522,640,360,380890,408999.3002952839,0.28299999237060547,0.034999847412109375,65.71500015258789,8.96399998664856,8.240000009536743
1587244827.657,640,360,380890,408999.3002952839,0.28299999237060547,0.034999847412109375,65.71500015258789,8.96399998664856,10.375
1587244841.105,640,360,380890,405789.96154872776,0.28299999237060547,0.034999847412109375,65.71500015258789,8.96399998664856,23.822999954223633
1587244855.724,640,360,380890,390042.4227211705,0.28299999237060547,0.034999847412109375,65.71500015258789,8.96399998664856,38.44199991226196
1587244871.047,640,360,380890,389184.25443615863,0.28299999237060547,0.034999847412109375,65.71500015258789,8.96399998664856,53.763999938964844
1587244887.51,640,360,380890,393107.21545394784,0.28299999237060547,0.034999847412109375,82.17500019073486,8.96399998664856,53.76799988746643
1587244891.685,640,360,380890,796486.2286446617,0.28299999237060547,0.034999847412109375,86.35000014305115,8.96399998664856,53.76799988746643
1587244896.08,640,360,800494,1052449.4011433823,0.28299999237060547,0.034999847412109375,90.74400019645691,8.96399998664856,53.76799988746643
1587244896.972,640,360,800494,1052449.4011433823,0.28299999237060547,0.034999847412109375,91.63700008392334,8.96399998664856,53.76799988746643
1587244899.957,640,360,800494,1164587.4519401866,0.28299999237060547,0.034999847412109375,94.62200021743774,8.96399998664856,53.76799988746643
1587244904.082,960,540,1131655,1239374.6120717346,0.28299999237060547,0.034999847412109375,98.74700021743774,8.96399998664856,53.76799988746643
1587244904.727,960,540,1131655,1239374.6120717346,0.28299999237060547,0.034999847412109375,99.39200019836426,8.96399998664856,53.76799988746643
1587244908.59,960,540,1131655,1293714.9220125594,0.28299999237060547,0.034999847412109375,103.25500011444092,8.96399998664856,53.76799988746643
1587244914.232,960,540,1131655,1352358.6495132006,0.28299999237060547,0.034999847412109375,108.89700031280518,8.96399998664856,53.76799988746643
1587244921.387,960,540,1311901,1403480.896052107,0.28299999237060547,0.034999847412109375,116.05200028419495,8.96399998664856,53.76799988746643
1587244922.022,960,540,1311901,1403480.896052107,0.28299999237060547,0.034999847412109375,116.6870002746582,8.96399998664856,53.76799988746643
1587244927.511,960,540,1311901,1404737.307894797,0.28299999237060547,0.034999847412109375,122.17600011825562,8.96399998664856,53.76799988746643
1587244933.934,960,540,1131655,1414196.390362883,0.28299999237060547,0.034999847412109375,128.5990002155304,8.96399998664856,53.76799988746643
1587244933.961,960,540,1131655,1414196.390362883,0.28299999237060547,0.034999847412109375,128.62600016593933,8.96399998664856,53.76799988746643
1587244938.77,960,540,1131655,1391413.3031987867,0.28299999237060547,0.034999847412109375,133.43500018119812,8.96399998664856,53.76799988746643
1587244944.366,960,540,1131655,1396665.9209796046,0.28299999237060547,0.034999847412109375,139.0310001373291,8.96399998664856,53.76799988746643
1587244951.879,960,540,1131655,1424076.1730096554,0.28299999237060547,0.034999847412109375,146.5440001487732,8.96399998664856,53.76799988746643
1587244955.744,640,360,800494,1213494.231321988,0.28299999237060547,0.034999847412109375,150.40900015830994,8.96399998664856,53.76799988746643
