timestamp,width,height,streamBandwidth,estimatedBandwidth,loadLatency,manifestTimeSeconds,playTime,pauseTime,bufferingTime,sh_timestamp,sh_state,sh_duration,swh_timestamp,swh_id,swh_type,swh_fromAdaptation,swh_bandwidth
1587246498.505,1280,720,1761659,5300000,null,0.08500003814697266,0,0,0.02200007438659668
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.02200007438659668
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.485,22,variant,true,1761659
1587246498.536,1280,720,1761659,339000600,null,0.08500003814697266,0,0,0.05299997329711914
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.05299997329711914
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.485,22,variant,true,1761659
1587246498.585,1920,1080,115176034,358022334.7969125,null,0.08500003814697266,0,0,0.10199999809265137
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.10199999809265137
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.485,22,variant,true,1761659
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.582,24,variant,true,115176034
1587246498.611,1920,1080,115176034,358022334.7969125,0.22499990463256836,0.08500003814697266,0,0,0.12800002098083496
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.12800002098083496
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.485,22,variant,true,1761659
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.582,24,variant,true,115176034
1587246498.631,1920,1080,115176034,364261348.5368258,0.22499990463256836,0.08500003814697266,0,0,0.14800000190734863
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.14800000190734863
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.485,22,variant,true,1761659
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.582,24,variant,true,115176034
1587246498.665,1920,1080,115176034,437645261.99675274,0.22499990463256836,0.08500003814697266,0,0,0.18199992179870605
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.18199992179870605
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.485,22,variant,true,1761659
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.582,24,variant,true,115176034
1587246498.701,1920,1080,115176034,517384280.81958646,0.22499990463256836,0.08500003814697266,0,0,0.21799993515014648
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.21799993515014648
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.485,22,variant,true,1761659
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.582,24,variant,true,115176034
1587246498.738,1920,1080,115176034,587331400.4072987,0.22499990463256836,0.08500003814697266,0,0,0.25499987602233887
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.25499987602233887
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.485,22,variant,true,1761659
None,None,None,None,None,None,None,None,None,None,None,None,None,1587246498.582,24,variant,true,115176034
1587246498.768,1920,1080,115176034,592424936.3182142,0.22499990463256836,0.08500003814697266,0,0.021999835968017578,0.2630000114440918
None,None,None,None,None,None,None,None,None,None,1587246498.483,buffering,0.2630000114440918
